Order ID,Order Date,Order Priority,Order Quantity, Sales ,Discount, Profit ,Unit Price,Shipping Cost,Customer Name,Province,Region,Product Category,Product Sub-Category,Ship Date,,,,,,,,
39683,08-Oct-2011,High,41," $8,387 ",0.1,"$2,114.0",218.08,18.06,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Furniture,Chairs & Chairmats,08-Nov-2011,,,,,,,,
31270,23-Nov-2012,Medium,21," $6,807 ",0,$801.7,299.05,87.01,Michelle Lonsdale,Northwest Territories,Northwest Territories,Furniture,Chairs & Chairmats,24-Nov-2012,,,,,,,,
24128,23-Nov-2010,High,43," $6,584 ",0.09,"$1,459.8",195.99,3.99,Eugene Barchas,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,25-Nov-2010,,,,,,,,
10499,16-Nov-2010,Not Specified,29," $6,251 ",0.01,$31.2,262.11,62.74,Doug Bickford,Northwest Territories,Northwest Territories,Furniture,Tables,17-Nov-2010,,,,,,,,
16706,27-Jun-2012,High,49," $6,176 ",0.07,"$1,881.6",155.99,3.9,Beth Thompson,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,29-Jun-2012,,,,,,,,
26567,09-Apr-2009,Critical,48," $6,110 ",0.04,"$1,375.0",155.99,8.08,Sylvia Foulston,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,09-May-2009,,,,,,,,
33123,24-Nov-2010,Medium,41," $6,046 ",0.08,-$996.7,150.98,66.27,Roy Skaria,Northwest Territories,Northwest Territories,Furniture,Bookcases,26-Nov-2010,,,,,,,,
30658,26-Mar-2011,Medium,44," $6,040 ",0.05,-$942.5,138.14,35,Charles McCrossin,Northwest Territories,Northwest Territories,Office Supplies,Storage & Organization,28-Mar-2011,,,,,,,,
35266,01-Oct-2011,Not Specified,28," $5,994 ",0.07,-$998.9,218.75,69.64,Beth Thompson,Northwest Territories,Northwest Territories,Furniture,Tables,01-Dec-2011,,,,,,,,
27392,03-Feb-2012,Low,37," $5,754 ",0,"$2,509.5",150.98,13.99,Frank Price,Northwest Territories,Northwest Territories,Technology,Office Machines,03-Nov-2012,,,,,,,,
52964,31-Mar-2010,Critical,44," $5,736 ",0.08,$828.3,136.98,24.49,Jim Radford,Northwest Territories,Northwest Territories,Furniture,Office Furnishings,04-Jan-2010,,,,,,,,
14372,23-Oct-2012,Critical,34," $5,351 ",0.09,"-$1,059.2",170.98,60.49,Beth Thompson,Northwest Territories,Northwest Territories,Furniture,Bookcases,25-Oct-2012,,,,,,,,
12929,30-Aug-2010,Critical,19," $5,297 ",0.02,-$158.9,270.98,50,Jim Radford,Northwest Territories,Northwest Territories,Furniture,Chairs & Chairmats,31-Aug-2010,,,,,,,,
18308,10-Sep-2009,Not Specified,49," $5,247 ",0,"$1,465.9",125.99,8.08,Ann Chong,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,10-Oct-2009,,,,,,,,
27778,09-Feb-2011,Critical,34," $4,806 ",0.07,-$394.0,140.98,36.09,Roy Skaria,Northwest Territories,Northwest Territories,Furniture,Bookcases,09-Apr-2011,,,,,,,,
40132,23-Feb-2012,Low,36," $4,699 ",0.04,-$219.4,124.49,51.94,Hunter Glantz,Northwest Territories,Northwest Territories,Furniture,Tables,29-Feb-2012,,,,,,,,
26531,20-Jun-2011,Medium,26," $4,689 ",0,"$1,215.4",205.99,5.26,Michelle Lonsdale,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,22-Jun-2011,,,,,,,,
26182,16-Jan-2010,Not Specified,30," $4,685 ",0.01,-$549.3,150.98,66.27,Doug Bickford,Northwest Territories,Northwest Territories,Furniture,Bookcases,19-Jan-2010,,,,,,,,
11941,24-Jun-2010,Critical,26," $4,679 ",0.05,$111.5,179.29,29.21,Jamie Kunitz,Northwest Territories,Northwest Territories,Furniture,Tables,25-Jun-2010,,,,,,,,
9927,16-Aug-2011,High,32," $4,655 ",0,-$270.6,140.98,53.48,Grant Carroll,Northwest Territories,Northwest Territories,Furniture,Bookcases,17-Aug-2011,,,,,,,,
15205,17-Mar-2011,Critical,18," $4,605 ",0.02,$678.3,243.98,43.32,Julia West,Northwest Territories,Northwest Territories,Furniture,Chairs & Chairmats,19-Mar-2011,,,,,,,,
25377,26-Nov-2012,Low,3," $4,344 ",0.09,"-$3,755.0",1500.97,29.7,Don Jones,Northwest Territories,Northwest Territories,Technology,Office Machines,12-Mar-2012,,,,,,,,
53990,11-Jan-2012,Not Specified,44," $4,264 ",0.04,"$1,411.0",110.99,2.5,Carlos Daly,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,11-Feb-2012,,,,,,,,
24743,28-Jun-2012,Low,26," $3,759 ",0,$753.6,140.81,24.49,Sylvia Foulston,Northwest Territories,Northwest Territories,Furniture,Chairs & Chairmats,07-Mar-2012,,,,,,,,
32743,05-Jul-2010,Critical,19," $3,549 ",0.01,"$1,280.2",177.98,0.99,Grant Carroll,Northwest Territories,Northwest Territories,Office Supplies,Appliances,05-Sep-2010,,,,,,,,
28870,11-Oct-2011,High,35," $3,311 ",0.05,$822.4,115.99,2.5,Cindy Schnelling,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,13-Nov-2011,,,,,,,,
12289,24-Dec-2011,Low,25," $3,019 ",0.04,"$1,269.1",120.97,7.11,Brendan Dodson,Northwest Territories,Northwest Territories,Technology,Office Machines,28-Dec-2011,,,,,,,,
9126,17-Nov-2009,Medium,47," $2,800 ",0.04,$884.1,62.05,3.99,Sylvia Foulston,Northwest Territories,Northwest Territories,Office Supplies,Appliances,18-Nov-2009,,,,,,,,
39364,11-Sep-2012,High,29," $2,755 ",0.06,-$1.3,92.23,39.61,Jamie Kunitz,Northwest Territories,Northwest Territories,Furniture,Office Furnishings,11-Oct-2012,,,,,,,,
56453,04-Nov-2012,Critical,1," $2,729 ",0,"-$5,572.4",2550.14,29.7,Dorothy Wardle,Northwest Territories,Northwest Territories,Technology,Office Machines,04-Dec-2012,,,,,,,,
23584,03-Dec-2012,Critical,14," $2,671 ",0.06,$636.2,200.97,15.59,Alan Barnes,Northwest Territories,Northwest Territories,Technology,Office Machines,14-Mar-2012,,,,,,,,
27553,08-Dec-2011,Medium,16," $2,631 ",0,$297.1,179.99,13.99,Jim Radford,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,14-Aug-2011,,,,,,,,
43329,03-Jul-2010,Medium,42," $2,476 ",0.09,$752.4,59.98,3.99,Doug Bickford,Northwest Territories,Northwest Territories,Office Supplies,Appliances,03-Oct-2010,,,,,,,,
36644,13-May-2012,High,24," $2,298 ",0.06,$218.7,99.99,19.99,Dorothy Wardle,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,14-May-2012,,,,,,,,
50278,25-May-2010,High,20," $2,196 ",0.01,-$355.9,100.8,60,Beth Thompson,Northwest Territories,Northwest Territories,Furniture,Tables,27-May-2010,,,,,,,,
40067,17-Feb-2012,Low,38," $2,157 ",0,$519.3,65.99,5.31,Alan Barnes,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,19-Feb-2012,,,,,,,,
9127,10-Oct-2011,Not Specified,7," $2,040 ",0.04,-$329.5,279.48,35,Bryan Davis,Northwest Territories,Northwest Territories,Office Supplies,Storage & Organization,10-Dec-2011,,,,,,,,
16706,27-Jun-2012,High,47," $1,944 ",0.03,"-$1,003.6",41.47,34.2,Beth Thompson,Northwest Territories,Northwest Territories,Furniture,Office Furnishings,28-Jun-2012,,,,,,,,
18144,06-Jul-2011,Critical,41," $1,780 ",0.09,-$250.2,55.99,5,Dorothy Wardle,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,06-Sep-2011,,,,,,,,
15205,17-Mar-2011,Critical,42," $1,754 ",0.02,$155.7,39.98,9.2,Julia West,Northwest Territories,Northwest Territories,Furniture,Office Furnishings,18-Mar-2011,,,,,,,,
16547,18-Feb-2009,Not Specified,8," $1,750 ",0.04,-$533.2,218.75,69.64,Nicole Hansen,Northwest Territories,Northwest Territories,Furniture,Tables,18-Feb-2009,,,,,,,,
9927,16-Aug-2011,High,34," $1,608 ",0.09,-$82.2,50.98,6.5,Grant Carroll,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,17-Aug-2011,,,,,,,,
28135,25-Sep-2009,Critical,37," $1,601 ",0.08,$520.7,46.89,5.1,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Office Supplies,Appliances,27-Sep-2009,,,,,,,,
54274,23-Nov-2010,Not Specified,20," $1,583 ",0.05,$328.0,78.65,13.99,Don Jones,Northwest Territories,Northwest Territories,Office Supplies,Appliances,25-Nov-2010,,,,,,,,
11456,04-Dec-2010,Low,15," $1,520 ",0.09,$399.4,105.34,24.49,Doug Bickford,Northwest Territories,Northwest Territories,Furniture,Office Furnishings,19-Apr-2010,,,,,,,,
16193,04-Sep-2012,Not Specified,29," $1,365 ",0.07,-$183.7,55.99,5,Frank Price,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,04-Nov-2012,,,,,,,,
40132,23-Feb-2012,Low,26," $1,363 ",0.04,$149.8,50.98,14.19,Hunter Glantz,Northwest Territories,Northwest Territories,Furniture,Chairs & Chairmats,29-Feb-2012,,,,,,,,
33186,28-Aug-2012,Low,24," $1,351 ",0.01,$221.2,65.99,5.26,Don Jones,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,30-Aug-2012,,,,,,,,
49952,19-Nov-2011,High,12," $1,324 ",0.04,$630.3,107.53,5.81,Beth Thompson,Northwest Territories,Northwest Territories,Furniture,Office Furnishings,20-Nov-2011,,,,,,,,
32229,30-Aug-2010,High,8," $1,219 ",0.02,$44.4,150.98,13.99,Carlos Daly,Northwest Territories,Northwest Territories,Technology,Office Machines,30-Aug-2010,,,,,,,,
18080,22-Jun-2009,High,7," $1,212 ",0.1,-$80.8,180.98,26.2,Sylvia Foulston,Northwest Territories,Northwest Territories,Furniture,Chairs & Chairmats,23-Jun-2009,,,,,,,,
44071,15-Apr-2012,Not Specified,20," $1,163 ",0,$83.8,65.99,8.99,Frank Price,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,16-Apr-2012,,,,,,,,
19655,01-Nov-2009,High,31," $1,143 ",0.06,$304.4,39.24,1.99,Alan Barnes,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,01-Dec-2009,,,,,,,,
57344,24-Sep-2010,High,47," $1,060 ",0.1,-$71.0,28.99,8.59,Sylvia Foulston,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,26-Sep-2010,,,,,,,,
11495,07-Apr-2011,High,6, $966 ,0,-$144.2,146.34,43.75,Brendan Dodson,Northwest Territories,Northwest Territories,Furniture,Tables,07-May-2011,,,,,,,,
31270,23-Nov-2012,Medium,3, $892 ,0.1,-$328.4,291.73,48.8,Michelle Lonsdale,Northwest Territories,Northwest Territories,Furniture,Chairs & Chairmats,25-Nov-2012,,,,,,,,
41153,03-Feb-2009,Medium,29, $862 ,0.1,-$45.1,30.73,4,Alan Barnes,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,03-Mar-2009,,,,,,,,
10535,27-May-2011,Low,25, $855 ,0.09,-$44.1,33.98,19.99,Doug Bickford,Northwest Territories,Northwest Territories,Furniture,Office Furnishings,29-May-2011,,,,,,,,
34177,15-Aug-2009,High,50, $853 ,0.1,-$84.0,20.99,2.5,Toby Braunhardt,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,16-Aug-2009,,,,,,,,
36134,22-Nov-2010,Low,6, $827 ,0.01,-$413.3,155.99,8.99,Grant Carroll,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,22-Nov-2010,,,,,,,,
10437,18-Aug-2009,Critical,50, $821 ,0.01,-$191.2,15.99,13.18,Don Jones,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,20-Aug-2009,,,,,,,,
28486,26-Aug-2009,High,2, $811 ,0.08,-$517.5,415.88,11.37,Carlos Daly,Northwest Territories,Northwest Territories,Office Supplies,Storage & Organization,27-Aug-2009,,,,,,,,
33703,02-Jun-2010,Not Specified,25, $802 ,0,$56.3,29.74,6.64,Carl Ludwig,Northwest Territories,Northwest Territories,Office Supplies,Storage & Organization,02-Jul-2010,,,,,,,,
31364,05-Jan-2009,Not Specified,2, $789 ,0.07,-$539.6,415.88,11.37,Beth Thompson,Northwest Territories,Northwest Territories,Office Supplies,Storage & Organization,05-Jan-2009,,,,,,,,
45440,08-Sep-2012,Critical,5, $748 ,0.02,-$183.6,135.99,28.63,Michelle Lonsdale,Northwest Territories,Northwest Territories,Furniture,Chairs & Chairmats,08-Nov-2012,,,,,,,,
30947,14-Jul-2010,Low,17, $692 ,0.03,$261.2,41.94,2.99,Charles McCrossin,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,18-Jul-2010,,,,,,,,
50565,30-Aug-2012,High,43, $683 ,0.09,-$138.8,16.98,12.39,Sylvia Foulston,Northwest Territories,Northwest Territories,Office Supplies,Envelopes,30-Aug-2012,,,,,,,,
25634,29-Jul-2010,Not Specified,26, $626 ,0.03,$185.3,23.99,6.71,Mike Pelletier,Northwest Territories,Northwest Territories,Office Supplies,Envelopes,30-Jul-2010,,,,,,,,
39683,08-Oct-2011,High,31, $616 ,0.04,$168.0,18.99,5.23,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,13-Aug-2011,,,,,,,,
25767,03-Mar-2012,High,15, $594 ,0.04,$108.0,38.76,13.26,Ann Chong,Northwest Territories,Northwest Territories,Office Supplies,Paper,03-Apr-2012,,,,,,,,
25634,29-Jul-2010,Not Specified,29, $593 ,0.03,$29.0,20.95,4,Mike Pelletier,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,08-Jan-2010,,,,,,,,
43364,04-Jul-2012,High,21, $524 ,0.04,$159.0,23.99,6.71,Susan Vittorini,Northwest Territories,Northwest Territories,Office Supplies,Envelopes,04-Oct-2012,,,,,,,,
43109,21-Dec-2012,Critical,25, $510 ,0.05,-$145.8,20.97,6.5,Dorothy Wardle,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,22-Dec-2012,,,,,,,,
51938,17-May-2011,Low,5, $503 ,0.06,-$488.3,125.99,5.63,Jim Radford,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,21-May-2011,,,,,,,,
28135,25-Sep-2009,Critical,40, $501 ,0.05,$38.2,12.98,3.14,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Office Supplies,"Scissors, Rulers and Trimmers",25-Sep-2009,,,,,,,,
22151,31-Jul-2010,High,49, $466 ,0.1,-$79.7,9.65,6.22,Beth Thompson,Northwest Territories,Northwest Territories,Furniture,Office Furnishings,31-Jul-2010,,,,,,,,
31684,16-Sep-2012,Critical,28, $457 ,0.04,-$328.2,15.51,17.78,Susan Vittorini,Northwest Territories,Northwest Territories,Office Supplies,Storage & Organization,18-Sep-2012,,,,,,,,
33894,14-Jun-2010,Critical,13, $439 ,0.04,-$119.0,32.98,5.5,Doug Bickford,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,16-Jun-2010,,,,,,,,
18308,10-Sep-2009,Not Specified,15, $436 ,0.09,-$92.6,30.73,4,Ann Chong,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,10-Sep-2009,,,,,,,,
31618,07-Nov-2011,Critical,14, $403 ,0.02,$147.5,28.53,1.49,Roy Skaria,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,07-Nov-2011,,,,,,,,
55366,10-Oct-2012,Critical,7, $387 ,0.1,-$204.7,55.94,6.55,Doug Bickford,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,10-Nov-2012,,,,,,,,
33734,17-Oct-2011,Not Specified,13, $372 ,0.05,$106.5,29.14,4.86,Jamie Kunitz,Northwest Territories,Northwest Territories,Office Supplies,Paper,18-Oct-2011,,,,,,,,
55298,08-Feb-2009,Critical,1, $369 ,0.01,-$165.6,300.98,64.73,Bryan Mills,Northwest Territories,Northwest Territories,Furniture,Chairs & Chairmats,08-Mar-2009,,,,,,,,
37634,21-May-2012,Medium,32, $368 ,0.07,-$36.8,12.21,4.81,Brendan Dodson,Northwest Territories,Northwest Territories,Office Supplies,Storage & Organization,22-May-2012,,,,,,,,
44519,19-May-2010,High,34, $366 ,0.07,$155.7,10.67,1.39,Dorothy Wardle,Northwest Territories,Northwest Territories,Office Supplies,Envelopes,20-May-2010,,,,,,,,
35847,30-Jan-2009,Critical,23, $362 ,0.08,-$144.3,15.98,8.99,Eugene Barchas,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,30-Jan-2009,,,,,,,,
40132,23-Feb-2012,Low,16, $347 ,0.09,-$86.2,22.38,15.1,Hunter Glantz,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,03-Feb-2012,,,,,,,,
30947,14-Jul-2010,Low,45, $345 ,0.01,$183.5,7.31,0.49,Charles McCrossin,Northwest Territories,Northwest Territories,Office Supplies,Labels,18-Jul-2010,,,,,,,,
11202,17-Mar-2012,Medium,8, $340 ,0.05,$79.6,43.41,2.99,Barry Weirich,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,18-Mar-2012,,,,,,,,
26567,09-Apr-2009,Critical,22, $339 ,0.21,-$17.8,14.98,8.99,Sylvia Foulston,Northwest Territories,Northwest Territories,Furniture,Office Furnishings,09-May-2009,,,,,,,,
33377,31-Jul-2011,High,19, $327 ,0.04,$47.3,17.24,3.26,Beth Thompson,Northwest Territories,Northwest Territories,Office Supplies,"Scissors, Rulers and Trimmers",08-Jan-2011,,,,,,,,
42209,29-Mar-2010,High,5, $325 ,0.08,-$12.8,67.84,0.99,Alan Barnes,Northwest Territories,Northwest Territories,Office Supplies,Appliances,29-Mar-2010,,,,,,,,
15937,11-Jun-2012,Low,32, $311 ,0.04,$74.1,9.78,1.99,Monica Federle,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,11-Oct-2012,,,,,,,,
10789,23-Aug-2010,Not Specified,15, $309 ,0,$76.4,19.84,4.1,Jamie Kunitz,Northwest Territories,Northwest Territories,Office Supplies,Pens & Art Supplies,24-Aug-2010,,,,,,,,
21285,07-Mar-2010,Medium,47, $305 ,0.1,$23.8,7.08,2.35,Adrian Hane,Northwest Territories,Northwest Territories,Office Supplies,Pens & Art Supplies,07-May-2010,,,,,,,,
47620,26-Jun-2012,Low,27, $302 ,0.04,$20.3,10.98,3.37,Charles McCrossin,Northwest Territories,Northwest Territories,Office Supplies,"Scissors, Rulers and Trimmers",07-May-2012,,,,,,,,
16193,04-Sep-2012,Not Specified,8, $300 ,0,$6.4,34.76,8.22,Frank Price,Northwest Territories,Northwest Territories,Office Supplies,Storage & Organization,04-Nov-2012,,,,,,,,
43109,21-Dec-2012,Critical,19, $282 ,0.06,-$21.9,15.01,8.4,Dorothy Wardle,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,22-Dec-2012,,,,,,,,
22469,10-Nov-2010,High,44, $276 ,0.1,-$162.4,7.99,5.03,Jack Lebron,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,13-Oct-2010,,,,,,,,
24128,23-Nov-2010,High,13, $271 ,0.1,$7.1,21.98,8.32,Eugene Barchas,Northwest Territories,Northwest Territories,Office Supplies,Paper,25-Nov-2010,,,,,,,,
13346,15-Nov-2012,Low,44, $268 ,0.09,-$240.8,6.48,8.88,Doug Bickford,Northwest Territories,Northwest Territories,Office Supplies,Paper,20-Nov-2012,,,,,,,,
25767,03-Mar-2012,High,7, $262 ,0.08,-$59.2,39.48,1.99,Ann Chong,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,03-Mar-2012,,,,,,,,
19078,27-Jul-2009,Critical,21, $256 ,0.03,-$18.2,11.97,4.98,Brendan Dodson,Northwest Territories,Northwest Territories,Office Supplies,Appliances,28-Jul-2009,,,,,,,,
16451,22-Jul-2009,Not Specified,9, $253 ,0.09,$58.2,30.56,2.99,Don Jones,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,23-Jul-2009,,,,,,,,
31781,16-Jan-2009,Medium,46, $249 ,0.1,-$282.6,5.81,8.49,Sylvia Foulston,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,17-Jan-2009,,,,,,,,
33703,02-Jun-2010,Not Specified,4, $242 ,0.08,-$131.5,60.98,1.99,Carl Ludwig,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,02-Jul-2010,,,,,,,,
18144,06-Jul-2011,Critical,8, $234 ,0.09,-$65.4,28.28,13.99,Dorothy Wardle,Northwest Territories,Northwest Territories,Office Supplies,Storage & Organization,06-Sep-2011,,,,,,,,
27778,09-Feb-2011,Critical,1, $233 ,0.02,-$105.1,223.98,15.01,Roy Skaria,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,09-Apr-2011,,,,,,,,
33894,14-Jun-2010,Critical,48, $227 ,0.09,-$173.2,4.98,4.62,Doug Bickford,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,16-Jun-2010,,,,,,,,
44519,19-May-2010,High,48, $225 ,0.03,-$144.8,4.57,5.42,Dorothy Wardle,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,20-May-2010,,,,,,,,
37793,11-Aug-2009,Not Specified,16, $224 ,0.08,-$49.3,13.9,7.59,Dorothy Wardle,Northwest Territories,Northwest Territories,Office Supplies,"Scissors, Rulers and Trimmers",11-Sep-2009,,,,,,,,
31111,24-Aug-2009,Not Specified,27, $218 ,0.03,-$29.0,7.64,5.83,Monica Federle,Northwest Territories,Northwest Territories,Office Supplies,Paper,26-Aug-2009,,,,,,,,
35266,01-Oct-2011,Not Specified,39, $217 ,0.07,$33.5,5.84,1.2,Beth Thompson,Northwest Territories,Northwest Territories,Office Supplies,Pens & Art Supplies,01-Oct-2011,,,,,,,,
46980,17-Jan-2011,Critical,34, $216 ,0.01,$103.2,6.3,0.5,Monica Federle,Northwest Territories,Northwest Territories,Office Supplies,Labels,17-Jan-2011,,,,,,,,
15937,11-Jun-2012,Low,17, $216 ,0.01,$77.4,12.22,2.85,Monica Federle,Northwest Territories,Northwest Territories,Furniture,Office Furnishings,15-Nov-2012,,,,,,,,
18144,06-Jul-2011,Critical,48, $207 ,0.09,-$131.8,4.28,5.17,Dorothy Wardle,Northwest Territories,Northwest Territories,Office Supplies,Paper,06-Sep-2011,,,,,,,,
43236,07-Mar-2010,Not Specified,20, $205 ,0,$10.7,9.77,6.02,Jamie Kunitz,Northwest Territories,Northwest Territories,Furniture,Office Furnishings,07-May-2010,,,,,,,,
29030,01-Feb-2012,Medium,10, $193 ,0.05,$24.6,19.84,4.1,Roy Skaria,Northwest Territories,Northwest Territories,Office Supplies,Pens & Art Supplies,01-Mar-2012,,,,,,,,
53156,03-Oct-2012,Not Specified,47, $187 ,0.07,$56.4,4.13,0.99,Bryan Davis,Northwest Territories,Northwest Territories,Office Supplies,Labels,03-Nov-2012,,,,,,,,
9763,13-Aug-2011,Medium,44, $176 ,0.07,$75.1,4.13,0.5,Alan Barnes,Northwest Territories,Northwest Territories,Office Supplies,Labels,16-Aug-2011,,,,,,,,
18887,12-May-2010,Not Specified,9, $173 ,0,$18.2,20.99,0.99,Clay Rozendal,Northwest Territories,Northwest Territories,Technology,Telephones and Communication,12-Jul-2010,,,,,,,,
34177,15-Aug-2009,High,26, $173 ,0.1,$73.2,7.31,0.49,Toby Braunhardt,Northwest Territories,Northwest Territories,Office Supplies,Labels,16-Aug-2009,,,,,,,,
55715,04-Feb-2011,Critical,28, $169 ,0.02,$16.7,5.28,2.99,Eugene Barchas,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,04-Apr-2011,,,,,,,,
28289,14-Jan-2010,High,31, $167 ,0.01,-$46.0,4.98,4.75,Carl Ludwig,Northwest Territories,Northwest Territories,Office Supplies,Paper,15-Jan-2010,,,,,,,,
31270,23-Nov-2012,Medium,5, $165 ,0.03,-$112.4,30.42,8.65,Michelle Lonsdale,Northwest Territories,Northwest Territories,Technology,Computer Peripherals,25-Nov-2012,,,,,,,,
28003,19-Mar-2011,Critical,31, $158 ,0.09,-$95.9,4.98,6.07,Charles McCrossin,Northwest Territories,Northwest Territories,Office Supplies,Paper,21-Mar-2011,,,,,,,,
47462,06-Sep-2011,High,43, $154 ,0.08,-$166.9,3.58,5.47,Susan Vittorini,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,06-Nov-2011,,,,,,,,
19686,15-Aug-2010,Medium,11, $153 ,0.04,$12.8,12.95,4.98,Alan Barnes,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,17-Aug-2010,,,,,,,,
24871,23-Mar-2011,Medium,6, $144 ,0.04,$75.3,22.72,8.99,Carl Ludwig,Northwest Territories,Northwest Territories,Furniture,Office Furnishings,24-Mar-2011,,,,,,,,
33894,14-Jun-2010,Critical,14, $141 ,0,$11.3,9.27,4.39,Doug Bickford,Northwest Territories,Northwest Territories,Office Supplies,Paper,17-Jun-2010,,,,,,,,
47462,06-Sep-2011,High,41, $138 ,0.02,$21.6,3.29,1.35,Susan Vittorini,Northwest Territories,Northwest Territories,Office Supplies,Rubber Bands,06-Nov-2011,,,,,,,,
52193,03-May-2010,Not Specified,47, $137 ,0.07,$6.0,2.94,0.96,Mike Pelletier,Northwest Territories,Northwest Territories,Office Supplies,Pens & Art Supplies,03-Jul-2010,,,,,,,,
16423,08-May-2012,Medium,19, $128 ,0.05,-$55.1,6.48,6.57,Bryan Davis,Northwest Territories,Northwest Territories,Office Supplies,Paper,08-Jul-2012,,,,,,,,
33444,10-Jun-2012,Medium,8, $128 ,0.07,-$30.5,14.97,7.51,Alan Barnes,Northwest Territories,Northwest Territories,Office Supplies,Storage & Organization,10-Aug-2012,,,,,,,,
39683,08-Oct-2011,High,6, $126 ,0.09,$67.0,20.24,6.67,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Furniture,Office Furnishings,08-Nov-2011,,,,,,,,
26023,20-Aug-2010,High,49, $121 ,0.03,$19.9,2.47,1.02,Charles McCrossin,Northwest Territories,Northwest Territories,Office Supplies,Rubber Bands,21-Aug-2010,,,,,,,,
18308,10-Sep-2009,Not Specified,30, $114 ,0.05,$15.7,3.8,1.49,Ann Chong,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,10-Nov-2009,,,,,,,,
44071,15-Apr-2012,Not Specified,19, $111 ,0.08,-$43.8,5.99,4.92,Frank Price,Northwest Territories,Northwest Territories,Office Supplies,Binders and Binder Accessories,16-Apr-2012,,,,,,,,
31393,05-Nov-2012,Critical,31, $110 ,0.09,-$32.7,3.68,1.32,Cindy Schnelling,Northwest Territories,Northwest Territories,Office Supplies,"Scissors, Rulers and Trimmers",13-May-2012,,,,,,,,
47462,06-Sep-2011,High,18, $110 ,0.05,-$1.2,5.85,2.27,Susan Vittorini,Northwest Territories,Northwest Territories,Office Supplies,Pens & Art Supplies,06-Nov-2011,,,,,,,,
23264,12-Jul-2010,Critical,16, $108 ,0.02,-$50.8,6.48,6.81,Clay Rozendal,Northwest Territories,Northwest Territories,Office Supplies,Paper,12-Sep-2010,,,,,,,,
37860,27-Aug-2010,Medium,1, $105 ,0.07,-$98.3,55.5,52.2,Mike Pelletier,Northwest Territories,Northwest Territories,Furniture,Office Furnishings,29-Aug-2010,,,,,,,,
24038,20-Jun-2011,High,38, $103 ,0.1,-$1.0,2.78,1.34,Jack Lebron,Northwest Territories,Northwest Territories,Office Supplies,Pens & Art Supplies,22-Jun-2011,,,,,,,,
33377,31-Jul-2011,High,20, $100 ,0.06,$11.9,5.18,2.04,Beth Thompson,Northwest Territories,Northwest Territories,Office Supplies,Paper,08-Feb-2011,,,,,,,,
